crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_protein_supply_quantity
Pomegranate,World,2012,0.000191689,0.000251643,0.001151517,0.000127263
Pongamia oil,World,2012,0.000129897,2.2105E-05,1.63891E-05,7.45274E-05
Poppies,World,2012,2.60436E-06,4.43194E-07,3.28593E-07,1.49424E-06
Potatoes,World,2012,0.002019013,0.020099582,0.057473242,0.019808556
Prickly pear,World,2012,0.000191689,0.000251643,0.001151517,0.000127263
Proso millet,World,2012,0.005653237,0.008349057,0.005442039,0.009252681
Pumpkin,World,2012,4.96301E-05,9.09647E-05,0.000719872,0.000206385
Purging croton,World,2012,0.000129897,2.2105E-05,1.63891E-05,7.45274E-05
Pyrethrum,World,2012,NA,NA,NA,NA
Quinces,World,2012,3.46013E-06,4.54235E-06,2.07858E-05,2.29719E-06
Quinoa,World,2012,6.73148E-07,3.0929E-06,2.07188E-06,3.69317E-06
Radish,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Rambutan,World,2012,0.000126051,0.000165475,0.000757214,8.36854E-05
Ramie,World,2012,NA,NA,NA,NA
Rapeseed and Mustards,World,2012,0.077933905,0.010513627,0.002352988,NA
Raspberries,World,2012,3.04688E-06,3.99984E-06,1.83033E-05,2.02283E-06
Rhubarb,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Rice (African),World,2012,0.036746038,0.168218037,0.089371314,0.13227424
Rice (Asian),World,2012,0.036746038,0.168218037,0.089371314,0.13227424
Rice bean,World,2012,0.002019013,0.00711216,0.004090579,0.019026639
Roselle,World,2012,NA,NA,NA,NA
"Rubber, natural",World,2012,NA,NA,NA,NA
Runner bean,World,2012,0.002019013,0.00711216,0.004090579,0.019026639
Rye,World,2012,0.000605704,0.001855346,0.001309227,0.002085111
Safflower,World,2012,2.32943E-05,3.96408E-06,2.93905E-06,1.3365E-05
Saffron,World,2012,0.000424712,0.000239648,0.000136266,0.000317419
Sago palm,World,2012,1.86884E-05,0.000171735,0.000306034,9.65012E-05
Salsify,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Sapodilla,World,2012,0.000126051,0.000165475,0.000757214,8.36854E-05
Savory,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Service tree,World,2012,0.000191689,0.000251643,0.001151517,0.000127263
Sesame,World,2012,0.011508375,0.001855346,0.000500764,0.001303194
Shala tree,World,2012,0.000129897,2.2105E-05,1.63891E-05,7.45274E-05
Sisal,World,2012,NA,NA,NA,NA
Snake plant,World,2012,NA,NA,NA,NA
Sorghum,World,2012,0.005855138,0.008967506,0.005719571,0.011077153
Sorrel,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Soursop,World,2012,0.000126051,0.000165475,0.000757214,8.36854E-05
Soybeans,World,2012,0.200487999,0.02999476,0.008325958,0.017723445
Spinach,World,2012,4.66851E-05,8.5567E-05,0.000677156,0.000194138
Strawberries,World,2012,4.05983E-05,5.32961E-05,0.000243883,2.69533E-05
Strawberry tree,World,2012,0.000191689,0.000251643,0.001151517,0.000127263
Sugar apple,World,2012,0.000126051,0.000165475,0.000757214,8.36854E-05
Sugar beets,World,2012,NA,NA,1.20666E-05,NA
Sugarcane,World,2012,0.000403803,0.001236897,0.007692461,0.000260639
Sunflowers,World,2012,0.081366227,0.011132076,0.002546054,0.000390958
Sunn hemp,World,2012,NA,NA,NA,NA
Sweetpotatoes,World,2012,0.001211408,0.006493711,0.013309466,0.002997347
Sword bean,World,2012,0.000380729,0.000683645,0.000389567,0.00178801
Tallowtree,World,2012,NA,NA,NA,NA
Tamarind,World,2012,0.000191689,0.000251643,0.001151517,0.000127263
Taro,World,2012,1.4363E-05,0.000131987,0.000235202,7.41659E-05
Tarragon,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Tea,World,2012,NA,0.000273549,0.001216889,0.002651538
Teff,World,2012,0.005653237,0.008349057,0.005442039,0.009252681
Tepary bean,World,2012,0.002019013,0.00711216,0.004090579,0.019026639
Thyme,World,2012,0.000424712,0.000239648,0.000136266,0.000317419
Tobacco,World,2012,NA,NA,NA,NA
Tomatoes,World,2012,0.002826618,0.003092243,0.033876995,0.00703725
Triticale,World,2012,9.46197E-05,0.000434748,0.000291229,0.000519123
Tung nuts,World,2012,1.71236E-05,2.91399E-06,2.16049E-06,9.82456E-06
Turmeric,World,2012,0.000424712,0.000239648,0.000136266,0.000317419
Turnips,World,2012,7.67501E-05,0.000140672,0.00111324,0.000319162
Ulluco,World,2012,1.86884E-05,0.000171735,0.000306034,9.65012E-05
Vanilla,World,2012,1.59848E-06,9.01957E-07,5.12861E-07,1.19466E-06
Velvet bean,World,2012,0.000380729,0.000683645,0.000389567,0.00178801
Velvet leaf,World,2012,NA,NA,NA,NA
Vetch,World,2012,8.43748E-05,0.000151505,8.63336E-05,0.000396248
Walnuts,World,2012,0.003563991,0.000710045,0.000553284,0.000785508
Watercress,World,2012,0.000583571,0.001069599,0.008464539,0.002426757
Watermelons,World,2012,0.000627288,0.000823483,0.003768257,0.000416458
Wheat,World,2012,0.048456314,0.161415101,0.107145424,0.20538345
Wildrice,World,2012,5.76685E-05,0.000264969,0.000177497,0.000316394
Winged bean,World,2012,0.000380729,0.000683645,0.000389567,0.00178801
Yams,World,2012,0.000403803,0.003710692,0.007095164,0.00247607
"Yautia, cocoyam",World,2012,6.54037E-07,6.01019E-06,1.07102E-05,3.37724E-06
Year bean,World,2012,0.002019013,0.00711216,0.004090579,0.019026639
Zucchini,World,2012,4.96301E-05,9.09647E-05,0.000719872,0.000206385
Abaca,World,2013,NA,NA,NA,NA
Adlay,World,2013,5.8079E-05,0.000264315,0.000179347,0.000333009
Adzuki bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Agave,World,2013,NA,NA,NA,NA
Albardine,World,2013,NA,NA,NA,NA
Alfalfa,World,2013,NA,NA,NA,NA
Allspice,World,2013,0.003253412,0.001233846,0.000739066,0.001943144
Almonds,World,2013,0.003011139,0.000589401,0.000460684,0.000665231
Amaranth,World,2013,5.8079E-05,0.000264315,0.000179347,0.000333009
Anise,World,2013,0.000151956,8.96446E-05,4.98923E-05,0.000118321
Apple,World,2013,0.00122003,0.003701537,0.016625971,0.000906801
Apricot,World,2013,2.29874E-05,3.00283E-05,0.000137026,1.50516E-05
Areca nuts,World,2013,0.001487705,0.000291204,0.000227609,0.000328669
Arracacha,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Arrhenatherum,World,2013,NA,NA,NA,NA
Arrowroot,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Artichokes,World,2013,3.33675E-06,6.04151E-06,4.74558E-05,1.35776E-05
Asparagus,World,2013,1.75867E-05,3.18425E-05,0.000250122,7.15622E-05
Atemoya,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Avocado,World,2013,2.59667E-05,3.39201E-05,0.000154785,1.70024E-05
Azarole,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Babaco,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Badian,World,2013,0.000151956,8.96446E-05,4.98923E-05,0.000118321
Bambara bean,World,2013,2.04573E-05,3.70399E-05,2.07875E-05,9.4594E-05
Bamboo shoot,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Bananas,World,2013,0.001423368,0.006477689,0.020219151,0.00349766
Barley,World,2013,0.000610015,0.00215923,0.001598304,0.002461316
Bay leaf,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Beech nut,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Beets,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Black gram,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Black salsify,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Blueberry,World,2013,2.0016E-06,2.61468E-06,1.19314E-05,1.3106E-06
Brazil nut,World,2013,0.00012747,2.4951E-05,1.9502E-05,2.81611E-05
Breadfruit,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Buckwheat,World,2013,1.34489E-05,6.12056E-05,4.15301E-05,7.71126E-05
Butter-nut,World,2013,0.001013414,0.000198366,0.000155045,0.000223887
Butternut squash,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
Cabbages and other brassicas,World,2013,0.000194473,0.000352113,0.002765833,0.000791331
Cabbages,World,2013,0.000194473,0.000352113,0.002765833,0.000791331
Caesarweed,World,2013,NA,NA,NA,NA
Cainito,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Calabash,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
Canary seed,World,2013,1.19564E-06,5.4413E-06,3.69211E-06,6.85546E-06
Candlenut,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Canola,World,2013,0.000194473,0.000352113,0.002765833,0.000791331
Capers,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Carambola,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Carapa,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Cardamoms,World,2013,1.33751E-05,7.89052E-06,4.39152E-06,1.04146E-05
Carneros Yucca,World,2013,NA,NA,NA,NA
Caroa,World,2013,NA,NA,NA,NA
Carobs,World,2013,3.81877E-07,6.91424E-07,5.43111E-06,1.55389E-06
Carrots,World,2013,7.85635E-05,0.000142247,0.001117343,0.000319683
Cashews,World,2013,0.007442545,0.001456805,0.001138659,0.001644231
Cassava,World,2013,0.001423368,0.011413072,0.023674132,0.003238574
Castor bean,World,2013,7.63095E-05,1.28623E-05,9.77146E-06,4.32136E-05
Ceara,World,2013,NA,NA,NA,NA
Celery,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Cherimoya,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Cherries,World,2013,1.8972E-05,2.47831E-05,0.000113091,1.24225E-05
Chervil,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Chestnuts,World,2013,0.00248755,0.000486913,0.000380578,0.000549558
Chickpeas,World,2013,0.001122802,0.002032942,0.001140926,0.005191809
Chicle,World,2013,NA,NA,NA,NA
Chicory,World,2013,5.3947E-05,9.76762E-05,0.000767243,0.000219515
Chillies and peppers,World,2013,0.003253412,0.001233846,0.000739066,0.001943144
Chinotto,World,2013,0.000203338,0.000308461,0.002673855,0.000259086
Chontadura,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Chufa,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Cinnamon,World,2013,3.09574E-05,1.8263E-05,1.01644E-05,2.41051E-05
Citron,World,2013,0.000203338,0.000308461,0.002673855,0.000259086
Citronella,World,2013,NA,NA,NA,NA
Cloves,World,2013,NA,NA,1.20173E-05,NA
Cocoa,World,2013,0.008743545,0.001542307,0.00112362,0.001813601
Coconuts,World,2013,0.037617579,0.005860767,0.00570823,0.001554515
Coffee,World,2013,NA,0.000308461,0.001904746,0.00220223
Common bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Coriander,World,2013,0.000151956,8.96446E-05,4.98923E-05,0.000118321
Cotton,World,2013,0.030704078,0.004009998,0.000925334,NA
Cowpeas,World,2013,0.000814391,0.001474533,0.000827536,0.003765722
Cranberries,World,2013,2.861E-06,3.73731E-06,1.70542E-05,1.87332E-06
Cress,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Cucumbers and gherkins,World,2013,0.000147349,0.00026679,0.002095623,0.000599578
Cumin,World,2013,0.000151956,8.96446E-05,4.98923E-05,0.000118321
Currants,World,2013,3.68206E-06,4.80986E-06,2.19484E-05,2.41093E-06
Cushaw,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
Custard apple,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Dates,World,2013,0.000203338,0.001233846,0.001532209,0.000518172
Devil's cotton,World,2013,NA,NA,NA,NA
Dill,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Durian,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Eggplant,World,2013,0.000101326,0.00018346,0.001441069,0.000412303
Elderberry,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Esparto,World,2013,NA,NA,NA,NA
Ethiopian rape,World,2013,0.000194473,0.000352113,0.002765833,0.000791331
Faba beans,World,2013,0.000457813,0.000828915,0.000465203,0.002116918
Feijoa,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Fennel,World,2013,0.000151956,8.96446E-05,4.98923E-05,0.000118321
Fenugreek,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Fig leaf gourd,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
Figs,World,2013,6.21282E-06,8.11577E-06,3.7034E-05,4.06801E-06
Finger millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Fique,World,2013,NA,NA,NA,NA
Flax,World,2013,8.7583E-05,1.47625E-05,1.1215E-05,4.95978E-05
Fonio,World,2013,5.66608E-06,2.57861E-05,1.74968E-05,3.24878E-05
Foxtail millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Garlic,World,2013,5.17436E-05,9.36868E-05,0.000735907,0.00021055
Giant cabuya,World,2013,NA,NA,NA,NA
Ginger,World,2013,0.000409746,0.000241725,0.000134534,0.00031905
Gooseberries,World,2013,9.77522E-07,1.27693E-06,5.82692E-06,6.4006E-07
Grapefruits,World,2013,NA,0.000308461,0.001946807,0.000129543
Grapes,World,2013,0.000610015,0.004009998,0.012960686,0.000906801
Grasspea,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Groundnuts,World,2013,0.073608452,0.011721533,0.003779449,0.014249724
Guavas,World,2013,0.000266067,0.000347561,0.001585999,0.000174214
Guayule,World,2013,NA,NA,NA,NA
Gutta-percha,World,2013,NA,NA,NA,NA
Hazelnuts,World,2013,0.000886599,0.000173543,0.000135644,0.00019587
Hemp,World,2013,4.76843E-06,8.03738E-07,6.10599E-07,2.70033E-06
Hops,World,2013,NA,NA,NA,NA
Horseradish,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Huckleberry,World,2013,5.13587E-06,6.70895E-06,3.06144E-05,3.36285E-06
Jack bean,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Jackfruit,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Japanese millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Jelutong,World,2013,NA,NA,NA,NA
Jerusalem artichoke,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Jicama,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Jojoba,World,2013,4.22124E-09,7.11506E-10,5.40531E-10,2.39046E-09
Jujube,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Jute,World,2013,NA,NA,NA,NA
Kaniwa,World,2013,5.8079E-05,0.000264315,0.000179347,0.000333009
Kapok,World,2013,1.84078E-05,3.10271E-06,2.35713E-06,1.04242E-05
Karite nuts,World,2013,2.97886E-05,5.02099E-06,3.81444E-06,1.68691E-05
Kenaf,World,2013,NA,NA,NA,NA
Kiwi fruit,World,2013,1.84182E-05,2.40596E-05,0.000109789,1.20598E-05
Kiwicha,World,2013,5.8079E-05,0.000264315,0.000179347,0.000333009
Kodo millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Kola nuts,World,2013,0.000359787,7.04247E-05,5.50449E-05,7.94853E-05
Kumquat,World,2013,0.000203338,0.000308461,0.002673855,0.000259086
Lablab,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Leeks and other alliaceous vegetables,World,2013,4.34721E-06,7.87105E-06,6.18268E-05,1.76892E-05
Lemons and limes,World,2013,0.000610015,0.000308461,0.003340817,0.000259086
Lentils,World,2013,0.000409678,0.000741762,0.000416291,0.001894341
Lettuce,World,2013,5.3947E-05,9.76762E-05,0.000767243,0.000219515
Lima bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Litchi,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Little millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Longan,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Loquat,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Lupins,World,2013,8.92426E-05,0.000161582,9.06831E-05,0.000412655
Maca,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Macadamia nut,World,2013,0.001013414,0.000198366,0.000155045,0.000223887
Mahuwa,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Maize,World,2013,0.043107712,0.047811516,0.029965203,0.046376376
Mamey sapote,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Mammee,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Mandarines,World,2013,0.000610015,0.002776153,0.020393402,0.00220223
Mango,World,2013,0.000266067,0.000347561,0.001585999,0.000174214
Mangosteen,World,2013,0.000266067,0.000347561,0.001585999,0.000174214
Maple sugar,World,2013,NA,0.069095352,0.038689781,0.000129543
Marjoram,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Mashua,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Mat bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Mate,World,2013,NA,3.55877E-05,0.000160829,0.000343749
Mauka,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Medlar,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Melons,World,2013,0.00019554,0.000255433,0.001165599,0.000128036
Mombin,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Mulberry,World,2013,5.13587E-06,6.70895E-06,3.06144E-05,3.36285E-06
Mung bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Myrtle,World,2013,5.13587E-06,6.70895E-06,3.06144E-05,3.36285E-06
Naranjilla,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
New Zealand flax,World,2013,NA,NA,NA,NA
New Zealand Spinach,World,2013,4.77882E-05,8.65251E-05,0.000679651,0.000194455
Noog,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Nutmeg,World,2013,1.33751E-05,7.89052E-06,4.39152E-06,1.04146E-05
Oats,World,2013,0.001016691,0.000925384,0.000919325,0.001684058
Oca,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Oil palm,World,2013,0.13481327,0.018199222,0.004031813,0.000129543
Oiticica,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Okra,World,2013,1.97614E-05,3.57799E-05,0.00028105,8.04111E-05
Olives,World,2013,0.025010607,0.003393075,0.00130388,0.000129543
Onions,World,2013,0.00122003,0.003393075,0.018056032,0.005311261
Orache,World,2013,4.77882E-05,8.65251E-05,0.000679651,0.000194455
Oranges,World,2013,0.000610015,0.002776153,0.020393402,0.00220223
Papayas,World,2013,7.19317E-05,9.3964E-05,0.000428778,4.70993E-05
Parsley,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Parsnip,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Passionfruit,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Pawpaw,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Peaches and nectarines,World,2013,0.000131073,0.00017122,0.000781314,8.58236E-05
Pearl millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Pears,World,2013,0.00014936,0.000195107,0.000890319,9.77973E-05
Peas,World,2013,0.000610015,0.002467691,0.001369975,0.00660669
Pecan,World,2013,0.001013414,0.000198366,0.000155045,0.000223887
Pepper,World,2013,NA,NA,9.61386E-05,0.000259086
Peppermint,World,2013,NA,NA,NA,NA
Perilla,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Persimmons,World,2013,2.84003E-05,3.70992E-05,0.000169292,1.85959E-05
Physic nut,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Pigeonpeas,World,2013,0.000429091,0.000776911,0.000436017,0.001984106
Pili nut,World,2013,0.001013414,0.000198366,0.000155045,0.000223887
Pine nut,World,2013,0.001013414,0.000198366,0.000155045,0.000223887
Pineapples,World,2013,0.000203338,0.000925384,0.004885043,0.000259086
Pistachios,World,2013,0.000725543,0.000142018,0.000111003,0.000160289
Plantains,World,2013,0.000406677,0.002467691,0.005377753,0.000906801
Plums,World,2013,6.72714E-05,8.78762E-05,0.000400998,4.40478E-05
Pomegranate,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Pongamia oil,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Poppies,World,2013,2.6229E-06,4.421E-07,3.35863E-07,1.48533E-06
Potatoes,World,2013,0.002033383,0.019741529,0.056247095,0.019431442
Prickly pear,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Proso millet,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Pumpkin,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
Purging croton,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Pyrethrum,World,2013,NA,NA,NA,NA
Quinces,World,2013,3.58432E-06,4.68218E-06,2.13658E-05,2.34694E-06
Quinoa,World,2013,6.77939E-07,3.08527E-06,2.09346E-06,3.88712E-06
Radish,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Rambutan,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Ramie,World,2013,NA,NA,NA,NA
Rapeseed and Mustards,World,2013,0.077268541,0.010487687,0.002307327,NA
Raspberries,World,2013,3.15623E-06,4.12297E-06,1.8814E-05,2.06663E-06
Rhubarb,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Rice (African),World,2013,0.035787535,0.167802999,0.088958256,0.131227007
Rice (Asian),World,2013,0.035787535,0.167802999,0.088958256,0.131227007
Rice bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Roselle,World,2013,NA,NA,NA,NA
"Rubber, natural",World,2013,NA,NA,NA,NA
Runner bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Rye,World,2013,0.000610015,0.001850768,0.001297871,0.002072687
Safflower,World,2013,2.34601E-05,3.9543E-06,3.00408E-06,1.32853E-05
Saffron,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Sago palm,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Salsify,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Sapodilla,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Savory,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Service tree,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Sesame,World,2013,0.011590281,0.001542307,0.000504728,0.001295429
Shala tree,World,2013,0.000130821,2.20504E-05,1.67517E-05,7.40833E-05
Sisal,World,2013,NA,NA,NA,NA
Snake plant,World,2013,NA,NA,NA,NA
Sorghum,World,2013,0.005693471,0.008636919,0.005684195,0.010881608
Sorrel,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Soursop,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Soybeans,World,2013,0.200084853,0.029612294,0.008231868,0.017617841
Spinach,World,2013,4.77882E-05,8.65251E-05,0.000679651,0.000194455
Strawberries,World,2013,4.20554E-05,5.49367E-05,0.000250688,2.75369E-05
Strawberry tree,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Sugar apple,World,2013,0.000130575,0.000170569,0.000778345,8.54975E-05
Sugar beets,World,2013,NA,NA,1.20173E-05,NA
Sugarcane,World,2013,0.000406677,0.001233846,0.007570915,0.000259086
Sunflowers,World,2013,0.081741982,0.01110461,0.002529647,0.000259086
Sunn hemp,World,2013,NA,NA,NA,NA
Sweetpotatoes,World,2013,0.00122003,0.006786151,0.013423353,0.002979488
Sword bean,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Tallowtree,World,2013,NA,NA,NA,NA
Tamarind,World,2013,0.000198569,0.000259389,0.001183651,0.000130018
Taro,World,2013,1.44652E-05,0.000131661,0.000235524,7.3724E-05
Tarragon,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Tea,World,2013,NA,0.000272874,0.001233181,0.002635739
Teff,World,2013,0.005693471,0.008328458,0.005419814,0.009197549
Tepary bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Thyme,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Tobacco,World,2013,NA,NA,NA,NA
Tomatoes,World,2013,0.002846736,0.003393075,0.033900877,0.006995319
Triticale,World,2013,9.52931E-05,0.000433675,0.000294264,0.000546385
Tung nuts,World,2013,1.72455E-05,2.9068E-06,2.20829E-06,9.76602E-06
Turmeric,World,2013,0.000405222,0.000239056,0.000133048,0.000315528
Turnips,World,2013,7.85635E-05,0.000142247,0.001117343,0.000319683
Ulluco,World,2013,1.88214E-05,0.000171311,0.000306452,9.59263E-05
Vanilla,World,2013,1.52513E-06,8.99732E-07,5.00751E-07,1.18755E-06
Velvet bean,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Velvet leaf,World,2013,NA,NA,NA,NA
Vetch,World,2013,9.08356E-05,0.000164467,9.23019E-05,0.000420022
Walnuts,World,2013,0.003618538,0.000708293,0.000553612,0.000799419
Watercress,World,2013,0.000597359,0.001081576,0.008495738,0.002430712
Watermelons,World,2013,0.000649802,0.000848833,0.003873412,0.000425476
Wheat,World,2013,0.049411198,0.162559155,0.107711294,0.205584659
Wildrice,World,2013,5.8079E-05,0.000264315,0.000179347,0.000333009
Winged bean,World,2013,0.000409882,0.000742131,0.000416498,0.001895285
Yams,World,2013,0.000610015,0.004009998,0.007649028,0.002590859
"Yautia, cocoyam",World,2013,6.58692E-07,5.99536E-06,1.07249E-05,3.35712E-06
Year bean,World,2013,0.002033383,0.007094612,0.004097908,0.019042813
Zucchini,World,2013,5.08027E-05,9.19833E-05,0.000722525,0.000206721
